word,morphemes
tondrahana,"[""tondraka"", ""ana""]"
tondratondraka,"[""tondraka"", ""tondraka""]"
tondritana,"[""tondritra"", ""ana""]"
tondritina,"[""tondritra"", ""ina""]"
tondroina,"[""tondro"", ""ina""]"
tonena,"[""tony"", ""na""]"
tongavina,"[""tonga"", ""ina""]"
tongilana,"[""to"", ""hilana""]"
tongilanina,"[""to"", ""hilana"", ""ina""]"
tongoavana,"[""tongoa"", ""ana""]"
tongoavina,"[""tongoa"", ""ina""]"
tongorana,"[""tongotra"", ""ana""]"
tonina,"[""tony"", ""ina""]"
tonitonena,"[""tony"", ""tony"", ""na""]"
tonitony,"[""tony"", ""tony""]"
tonjenana,"[""t"", ""onjina"", ""ana""]"
tonjina,"[""t"", ""onjina""]"
tonohoka,"[""t"", ""on"", ""ohoka""]"
tonolotra,"[""t"", ""on"", ""olotra""]"
tononana,"[""tonona"", ""ana""]"
tononina,"[""tonona"", ""ina""]"
tonontononina,"[""tonontonona"", ""ina""]"
tonoto,"[""t"", ""on"", ""oto""]"
tonotono,"[""tono"", ""tono""]"
tonototra,"[""t"", ""on"", ""ototra""]"
tontafana,"[""tonta"", ""ana""]"
tontaina,"[""tonta"", ""ina""]"
tontalina,"[""tontaly"", ""ina""]"
tontana,"[""tonta"", ""ana""]"
tontatonta,"[""tonta"", ""tonta""]"
tontonana,"[""tontona"", ""ana""]"
tontosaina,"[""tontosa"", ""ina""]"
topatopa,"[""topa"", ""topa""]"
topazana,"[""topy"", ""ana""]"
topitopy,"[""topy"", ""topy""]"
torahana,"[""toraka"", ""ana""]"
toranina,"[""torana"", ""ina""]"
toratoraka,"[""toraka"", ""toraka""]"
toreraka,"[""to"", ""reraka""]"
torina,"[""tory"", ""ina""]"
torisihina,"[""to"", ""risika"", ""ina""]"
torisika,"[""to"", ""risika""]"
toritory,"[""tory"", ""tory""]"
toroana,"[""toro"", ""ana""]"
torohana,"[""toroka"", ""ana""]"
torohina,"[""toroka"", ""ina""]"
torosina,"[""torosy"", ""ina""]"
torotoro,"[""toro"", ""toro""]"
torotoroina,"[""toro"", ""toro"", ""ina""]"
tosahana,"[""tosaka"", ""ana""]"
tosahina,"[""tosaka"", ""ina""]"
tosatosaka,"[""tosaka"", ""tosaka""]"
tosina,"[""tosy"", ""ina""]"
tositosika,"[""tosika"", ""tosika""]"
totalina,"[""totaly"", ""ina""]"
totena,"[""toty"", ""na""]"
totofana,"[""tototra"", ""ana""]"
totohitra,"[""to"", ""tohitra""]"
totoina,"[""toto"", ""ina""]"
totonganana,"[""totongana"", ""ana""]"
totorana,"[""tototra"", ""ana""]"
totorina,"[""tototra"", ""ina""]"
totototo,"[""toto"", ""toto""]"
tovanana,"[""tovana"", ""ana""]"
tovina,"[""to"", ""ina""]"
tovitovy,"[""tovy"", ""tovy""]"
tovonana,"[""tovona"", ""ana""]"
tovozana,"[""tovo"", ""ana""]"
tovozina,"[""tovo"", ""ina""]"
tozoina,"[""tozo"", ""ina""]"
tozotozo,"[""tozo"", ""tozo""]"
trabahana,"[""trabaka"", ""ana""]"
trabatrabaka,"[""trabaka"", ""trabaka""]"
trafantrafanina,"[""trafantrafana"", ""ina""]"
trafoina,"[""trafo"", ""ina""]"
trahotraho,"[""traho"", ""traho""]"
traingoina,"[""traingo"", ""ina""]"
traitraika,"[""traika"", ""traika""]"
trandrahina,"[""trandraka"", ""ina""]"
trangatranga,"[""tranga"", ""tranga""]"
tranotrano,"[""trano"", ""trano""]"
traohina,"[""traoka"", ""ina""]"
traotraoka,"[""traoka"", ""traoka""]"
tratraina,"[""tratra"", ""ina""]"
tratraka,"[""traka"", ""traka""]"
tratrarina,"[""tratra"", ""ina""]"
tratrevaina,"[""tratreva"", ""ina""]"
trebehina,"[""trebika"", ""ina""]"
trebitrebika,"[""trebika"", ""trebika""]"
trebonina,"[""trebona"", ""ina""]"
treforana,"[""trefotra"", ""ana""]"
treotreoka,"[""treoka"", ""treoka""]"
treronina,"[""trerona"", ""ina""]"
tresahina,"[""tresaka"", ""ina""]"
tresatresaka,"[""tresaka"", ""tresaka""]"
triarina,"[""triatra"", ""ina""]"
triatriatra,"[""triatra"", ""triatra""]"
trifanina,"[""trifana"", ""ina""]"
trinaingo,"[""t"", ""in"", ""raingo""]"
trinandraka,"[""t"", ""in"", ""randraka""]"
trinebika,"[""t"", ""in"", ""rebika""]"
tringatringa,"[""tringa"", ""tringa""]"
trinotro,"[""t"", ""in"", ""rotro""]"
tritritritry,"[""tritry"", ""tritry""]"
troarana,"[""troatra"", ""ana""]"
troatroaka,"[""troaka"", ""troaka""]"
troatroatra,"[""troatra"", ""troatra""]"
trobahana,"[""trobaka"", ""ana""]"
trobatrobaka,"[""trobaka"", ""trobaka""]"
trofina,"[""troka"", ""ina""]"
trohina,"[""troka"", ""ina""]"
trongisina,"[""trongy"", ""ina""]"
trongitrongy,"[""trongy"", ""trongy""]"
trosaina,"[""trosa"", ""ina""]"
trosinina,"[""trosina"", ""ina""]"
trotrahina,"[""trotraka"", ""ina""]"
trotroina,"[""trotro"", ""ina""]"
trotroka,"[""troka"", ""troka""]"
tsabahina,"[""tsabaka"", ""ina""]"
tsaboina,"[""tsabo"", ""ina""]"
tsahatsahatra,"[""tsahatra"", ""tsahatra""]"
tsahoina,"[""tsaho"", ""ina""]"
tsahotsaho,"[""tsaho"", ""tsaho""]"
tsaikana,"[""tsaika"", ""ana""]"
tsaikonina,"[""tsaikona"", ""ina""]"
tsaingohina,"[""tsaingoka"", ""ina""]"
tsaingotsaingoka,"[""tsaingoka"", ""tsaingoka""]"
tsaitsaika,"[""tsaika"", ""tsaika""]"
tsakoina,"[""tsako"", ""ina""]"
tsakotsako,"[""tsako"", ""tsako""]"
tsakotsakoina,"[""tsako"", ""tsako"", ""ina""]"
tsambikina,"[""tsa"", ""vikina""]"
tsamontsamonina,"[""tsamontsamona"", ""ina""]"
tsanganana,"[""tsangana"", ""ana""]"
tsantselatra,"[""tsa"", ""tselatra""]"
tsaohina,"[""tsaoka"", ""ina""]"
tsapahana,"[""tsapaka"", ""ana""]"
tsapaina,"[""tsapa"", ""ina""]"
tsapatsapa,"[""tsapa"", ""tsapa""]"
tsapatsapaka,"[""tsapaka"", ""tsapaka""]"
tsapika,"[""tsa"", ""pika""]"
tsapitika,"[""tsa"", ""pitika""]"
tsaporetika,"[""tsa"", ""poretika""]"
tsaraina,"[""tsara"", ""ina""]"
tsaraingonina,"[""tsaraingona"", ""ina""]"
tsarapahana,"[""t"", ""ar"", ""sapaka"", ""ana""]"
tsarapaka,"[""t"", ""ar"", ""sapaka""]"
tsaratsara,"[""tsara"", ""tsara""]"
tsaratsaraina,"[""tsara"", ""tsara"", ""ina""]"
tsatohana,"[""tsatoka"", ""ana""]"
tsatotsatoka,"[""tsatoka"", ""tsatoka""]"
tsatsahina,"[""tsatsaka"", ""ina""]"
tsatsaingohina,"[""tsatsaingoka"", ""ina""]"
tsatsaingonina,"[""tsatsaingona"", ""ina""]"
tsatsaingotsatsaingoka,"[""tsatsaingoka"", ""tsatsaingoka""]"
tsatsefaka,"[""tsa"", ""tsefaka""]"
tsatselika,"[""tsa"", ""tselika""]"
tsatsiahina,"[""tsa"", ""tsiaka"", ""ina""]"
tsatsiaka,"[""tsa"", ""tsiaka""]"
tsatsoina,"[""tsatso"", ""ina""]"
tsefahina,"[""tsefaka"", ""ina""]"
tsefatsefaka,"[""tsefaka"", ""tsefaka""]"
tseforana,"[""tsefotra"", ""ana""]"
tsefotsefotra,"[""tsefotra"", ""tsefotra""]"
tsehontsehonina,"[""tsehontsehona"", ""ina""]"
tselahana,"[""tselaka"", ""ana""]"
tselarana,"[""tselatra"", ""ana""]"
tselatselaka,"[""tselaka"", ""tselaka""]"
tselatselatra,"[""tselatra"", ""tselatra""]"
tselehina,"[""tselika"", ""ina""]"
tselitselika,"[""tselika"", ""tselika""]"
tsembohina,"[""tsemboka"", ""ina""]"
tsembotsemboka,"[""tsemboka"", ""tsemboka""]"
tsenaina,"[""tsena"", ""ina""]"
tsentsenana,"[""tsentsina"", ""ana""]"
tsentsitsentsitra,"[""tsentsitra"", ""tsentsitra""]"
tsepohina,"[""tsepoka"", ""ina""]"
tserohina,"[""tseroka"", ""ina""]"
tsetahana,"[""tsetaka"", ""ana""]"
tsetsahana,"[""tsetsaka"", ""ana""]"
tsetsahina,"[""tsetsaka"", ""ina""]"
tsetsetra,"[""tsetra"", ""tsetra""]"
tsetsotsetsoka,"[""tsetsoka"", ""tsetsoka""]"
tsiahina,"[""tsiaka"", ""ina""]"
tsiahitsiahy,"[""tsiahy"", ""tsiahy""]"
tsiahivina,"[""tsiahy"", ""ina""]"
tsiarivoarivo,"[""tsi"", ""arivo""]"
tsiarotsiaro,"[""tsiaro"", ""tsiaro""]"
tsiatsiaka,"[""tsiaka"", ""tsiaka""]"
tsibabibaby,"[""b"", """", ""aby""]"
tsibasibasy,"[""b"", """", ""asy""]"
tsibilabilaka,"[""tsi"", ""bilaka"", ""bilaka""]"
tsidihina,"[""tsidika"", ""ina""]"
tsidimidimy,"[""d"", """", ""imy""]"
tsiditsidika,"[""tsidika"", ""tsidika""]"
tsidobodoboka,"[""tsi"", ""doboka"", ""doboka""]"
tsidradrahina,"[""tsidradraka"", ""ina""]"
tsidradraina,"[""tsidradra"", ""ina""]"
tsielaela,"[""tsi"", ""ela""]"
tsifahina,"[""tsifaka"", ""ina""]"
tsifasampasana,"[""tsi"", ""fasampasana""]"
tsifitofito,"[""tsi"", ""fito""]"
tsifolofolo,"[""tsi"", ""folo""]"
tsihifina,"[""tsihika"", ""ina""]"
tsihina,"[""tsika"", ""ina""]"
tsihitsihika,"[""tsihika"", ""tsihika""]"
tsikahonkahona,"[""tsi"", ""kahonkahona""]"
tsikakakaka,"[""tsi"", ""kaka"", ""kaka""]"
tsikalaina,"[""tsikala"", ""ina""]"
tsikalana,"[""tsikala"", ""ana""]"
tsikalanina,"[""tsikala"", ""ana"", ""ina""]"
tsikamokamo,"[""tsi"", ""kamo""]"
tsikanina,"[""tsi"", ""kanina""]"
tsikarohina,"[""tsi"", ""karoka"", ""ina""]"
tsikaroka,"[""tsi"", ""karoka""]"
tsikebona,"[""tsi"", ""kebona""]"
tsikebonina,"[""tsi"", ""kebona"", ""ina""]"
tsikefakefahina,"[""tsikefakefaka"", ""ina""]"
tsikehina,"[""tsi"", ""kehina""]"
tsikelikely,"[""k"", """", ""ely""]"
tsikera,"[""tsi"", ""kera""]"
tsikeraina,"[""tsi"", ""kera"", ""ina""]"
tsikikikiky,"[""tsi"", ""kikikiky""]"
tsikiloina,"[""tsikilo"", ""ina""]"
tsikilovina,"[""tsikilo"", ""ina""]"
tsikitsiky,"[""tsiky"", ""tsiky""]"
tsikoko,"[""tsi"", ""koko""]"
tsikokoina,"[""tsi"", ""koko"", ""ina""]"
tsikozakozaina,"[""tsikozakoza"", ""ina""]"
tsilaikolaiko,"[""tsi"", ""laiko""]"
tsilaingalainga,"[""tsi"", ""lainga""]"
tsilalao,"[""tsi"", ""lalao""]"
tsilasilasy,"[""tsi"", ""lasy"", ""lasy""]"
tsiloina,"[""tsilo"", ""ina""]"
tsilopilopy,"[""tsi"", ""lopilopy""]"
tsilotidotika,"[""tsi"", ""lotika"", ""lotika""]"
tsilotsilo,"[""tsilo"", ""tsilo""]"
tsilovina,"[""tsilo"", ""ina""]"
tsimbadika,"[""tsi"", ""vadika""]"
tsimbarivary,"[""tsi"", ""varivary""]"
tsimbinina,"[""tsimbina"", ""ina""]"
tsimbohitra,"[""tsi"", ""vohitra""]"
tsimedameda,"[""tsi"", ""meda"", ""meda""]"
tsiminina,"[""tsimina"", ""ina""]"
tsimoramora,"[""tsi"", ""mora"", ""mora""]"
tsimozimozy,"[""tsi"", ""mozy"", ""mozy""]"
tsimpohafohazina,"[""tsimpohafoha"", ""ina""]"
tsimponina,"[""tsimpona"", ""ina""]"
tsinabo,"[""t"", ""in"", ""sabo""]"
tsinaika,"[""t"", ""in"", ""saika""]"
tsinaikanaika,"[""tsi"", ""naikanaika""]"
tsinaingoka,"[""t"", ""in"", ""saingoka""]"
tsinako,"[""t"", ""in"", ""sako""]"
tsinapaka,"[""t"", ""in"", ""sapaka""]"
tsinatsinaka,"[""tsinaka"", ""tsinaka""]"
tsindohaina,"[""tsindoha"", ""ina""]"
tsindriana,"[""tsindry"", ""ana""]"
tsindrihina,"[""tsindrika"", ""ina""]"
tsindroanina,"[""tsindroana"", ""ina""]"
tsindrohina,"[""tsindroka"", ""ina""]"
tsindronina,"[""tsindrona"", ""ina""]"
tsindrotsindroka,"[""tsindroka"", ""tsindroka""]"
tsinentsina,"[""t"", ""in"", ""sentsina""]"
tsingangaina,"[""tsinganga"", ""ina""]"
tsingaohina,"[""tsingaoka"", ""ina""]"
tsingerina,"[""tsi"", ""herina""]"
tsingevitra,"[""tsi"", ""hevitra""]"
tsingilahila,"[""tsi"", ""hila"", ""hila""]"
tsinginana,"[""tsingina"", ""ana""]"
tsinginina,"[""tsingina"", ""ina""]"
tsinina,"[""tsiny"", ""ina""]"
tsinindry,"[""t"", ""in"", ""sindry""]"
tsininjo,"[""t"", ""in"", ""sinjo""]"
tsinipaka,"[""t"", ""in"", ""sipaka""]"
tsinirika,"[""t"", ""in"", ""sirika""]"
tsinjahina,"[""tsinjaka"", ""ina""]"
tsinjara,"[""tsi"", ""zara""]"
tsinjaraina,"[""tsi"", ""zara"", ""ina""]"
tsinjarazara,"[""tsi"", ""zara"", ""zara""]"
tsinjatsinjaka,"[""tsinjaka"", ""tsinjaka""]"
tsinjotsinjo,"[""tsinjo"", ""tsinjo""]"
tsinjovina,"[""tsinjo"", ""ina""]"
tsinongo,"[""t"", ""in"", ""songo""]"
tsinontsona,"[""t"", ""in"", ""sontsona""]"
tsintsinina,"[""tsintsina"", ""ina""]"
tsiofina,"[""tsioka"", ""ina""]"
tsiombiomby,"[""o"", """", ""mby""]"
tsipahina,"[""tsipaka"", ""ina""]"
tsipatsipaka,"[""tsipaka"", ""tsipaka""]"
tsipazana,"[""tsipy"", ""ana""]"
tsipelehina,"[""tsipelika"", ""ina""]"
tsipihina,"[""tsipika"", ""ina""]"
tsipilaka,"[""tsi"", ""pilaka""]"
tsipindina,"[""tsi"", ""pindy"", ""ina""]"
tsipindy,"[""tsi"", ""pindy""]"
tsipitsipika,"[""tsipika"", ""tsipika""]"
tsipitsipy,"[""tsipy"", ""tsipy""]"
tsiporetika,"[""tsi"", ""poretika""]"
tsipotika,"[""tsi"", ""potika""]"
tsipotipotika,"[""tsi"", ""potika"", ""potika""]"
tsirakaraka,"[""tsi"", ""rakaraka""]"
tsirakarakaina,"[""tsi"", ""rakaraka"", ""ina""]"
tsirangaranga,"[""tsi"", ""ranga"", ""ranga""]"
tsiranorano,"[""tsi"", ""rano""]"
tsiratsiraina,"[""tsiratsira"", ""ina""]"
tsiratsiraka,"[""tsiraka"", ""tsiraka""]"
tsirendrena,"[""tsi"", ""rendrena""]"
tsirenireny,"[""tsi"", ""renireny""]"
tsirihina,"[""tsirika"", ""ina""]"
tsiriritina,"[""tsiriritra"", ""ina""]"
tsiritsirika,"[""tsirika"", ""tsirika""]"
tsiroaroa,"[""tsi"", ""roa""]"
tsisivisivy,"[""s"", """", ""ivy""]"
tsitapitapy,"[""tsi"", ""tapitapy""]"
tsitelotelo,"[""tsi"", ""telo""]"
tsititsitika,"[""tsitika"", ""tsitika""]"
tsitoha,"[""tsi"", ""toha""]"
tsitointoina,"[""tsi"", ""tointoina""]"
tsitokotoko,"[""tsi"", ""toko""]"
tsitongatonga,"[""tsi"", ""tonga""]"
tsitranotrano,"[""tsi"", ""trano""]"
tsitsihina,"[""tsitsika"", ""ina""]"
tsitsina,"[""tsitsy"", ""ina""]"
tsitsitra,"[""tsi"", ""tsitra""]"
tsivalanana,"[""tsivalana"", ""ana""]"
tsivalovalo,"[""tsi"", ""valo""]"
tsivarivary,"[""v"", """", ""ary""]"
tsivatsivaka,"[""tsivaka"", ""tsivaka""]"
tsivembena,"[""tsi"", ""vembena""]"
tsivetraka,"[""tsi"", ""vetraka""]"
tsivolivoly,"[""tsi"", ""voly"", ""voly""]"
tsizarizary,"[""z"", """", ""ary""]"
tsizatozato,"[""tsi"", ""zato""]"
tsoahana,"[""tsoaka"", ""ana""]"
tsoatsoaka,"[""tsoaka"", ""tsoaka""]"
tsobohana,"[""tsoboka"", ""ana""]"
tsobohina,"[""tsoboka"", ""ina""]"
tsobotsoboka,"[""tsoboka"", ""tsoboka""]"
tsofana,"[""tsofa"", ""ana""]"
tsofatsofa,"[""tsofa"", ""tsofa""]"
tsofina,"[""tsoka"", ""ina""]"
tsofohana,"[""tsofoka"", ""ana""]"
tsoforana,"[""tsofotra"", ""ana""]"
tsofotsofoka,"[""tsofoka"", ""tsofoka""]"
tsofotsofotra,"[""tsofotra"", ""tsofotra""]"
tsokitsoky,"[""tsoky"", ""tsoky""]"
tsoloana,"[""tsolo"", ""ana""]"
tsolotsolo,"[""tsolo"", ""tsolo""]"
tsolotsolotra,"[""tsolotra"", ""tsolotra""]"
tsongaina,"[""tsonga"", ""ina""]"
tsongoina,"[""tsongo"", ""ina""]"
tsongotsongo,"[""tsongo"", ""tsongo""]"
tsongotsongoina,"[""tsongo"", ""tsongo"", ""ina""]"
tsontsonina,"[""tsontsona"", ""ina""]"
tsontsorifana,"[""tsontsorika"", ""ana""]"
tsontsorihana,"[""tsontsorika"", ""ana""]"
tsontsorofina,"[""tsontsoroka"", ""ina""]"
tsoriaka,"[""tso"", ""riaka""]"
tsorina,"[""tsotra"", ""ina""]"
tsoropaka,"[""t"", ""or"", ""sopaka""]"
tsotahana,"[""tsotaka"", ""ana""]"
tsotatsotaka,"[""tsotaka"", ""tsotaka""]"
tsotsoka,"[""tso"", ""tsoka""]"
tsotsotra,"[""tso"", ""tsotra""]"
tsovahana,"[""tsovaka"", ""ana""]"
tsovatsovaka,"[""tsovaka"", ""tsovaka""]"
vabatra,"[""vatra"", ""vatra""]"
vadiana,"[""vady"", ""ana""]"
vadibadika,"[""vadika"", ""vadika""]"
vadidirana,"[""va"", ""diditra"", ""ana""]"
vadidirina,"[""va"", ""diditra"", ""ina""]"
vadiditra,"[""va"", ""diditra""]"
vadina,"[""vady"", ""ina""]"
vahana,"[""vaha"", ""ana""]"
vahavaha,"[""vaha"", ""vaha""]"
vahobahotra,"[""vahotra"", ""vahotra""]"
vahorana,"[""vahotra"", ""ana""]"
vahorina,"[""vahotra"", ""ina""]"
vaibaitra,"[""vaitra"", ""vaitra""]"
vaikaina,"[""vaika"", ""ina""]"
vaingaina,"[""vainga"", ""ina""]"
vaingana,"[""vainga"", ""ana""]"
vaingavainga,"[""vainga"", ""vainga""]"
vakanana,"[""vakana"", ""ana""]"
vakavaka,"[""vaka"", ""vaka""]"
vakavakaina,"[""vaka"", ""vaka"", ""ina""]"
vakina,"[""vaky"", ""ina""]"
vakivaky,"[""vaky"", ""vaky""]"
valabalaka,"[""valaka"", ""valaka""]"
valampatra,"[""va"", ""lampatra""]"
valana,"[""vala"", ""ana""]"
valavalaina,"[""valavala"", ""ina""]"
valavalana,"[""valavala"", ""ana""]"
valiana,"[""valy"", ""ana""]"
valivaly,"[""valy"", ""valy""]"
valoina,"[""valo"", ""ina""]"
valongana,"[""v"", ""al"", ""ongana""]"
valovalo,"[""valo"", ""valo""]"
vanavanaina,"[""vanavana"", ""ina""]"
vandanina,"[""vandana"", ""ina""]"
vandrahana,"[""vandraka"", ""ana""]"
vandriana,"[""vandry"", ""ana""]"
vandrinina,"[""vandrina"", ""ina""]"
vandrivandry,"[""vandry"", ""vandry""]"
vangana,"[""vanga"", ""ana""]"
vangavanga,"[""vanga"", ""vanga""]"
vangiana,"[""vangy"", ""ana""]"
vangivangy,"[""vangy"", ""vangy""]"
vangoana,"[""vango"", ""ana""]"
vangongoana,"[""vangongo"", ""ana""]"
vangongoina,"[""vangongo"", ""ina""]"
vangovango,"[""vango"", ""vango""]"
vangovangoina,"[""vango"", ""vango"", ""ina""]"
vanivany,"[""vany"", ""vany""]"
vankonina,"[""vankona"", ""ina""]"
vanonina,"[""vanona"", ""ina""]"
vantanina,"[""vantana"", ""ina""]"
vaohina,"[""vaoka"", ""ina""]"
vaovao,"[""vao"", ""vao""]"
vaozina,"[""vao"", ""ina""]"
vareraka,"[""va"", ""reraka""]"
varina,"[""vatra"", ""ina""]"
varirotra,"[""va"", ""rirotra""]"
varivarina,"[""varivary"", ""ina""]"
varizohina,"[""varizoka"", ""ina""]"
varobarotra,"[""varotra"", ""varotra""]"
varozaka,"[""va"", ""rozaka""]"
varozana,"[""va"", ""rozana""]"
vasavasaina,"[""vasavasa"", ""ina""]"
vasavasana,"[""vasavasa"", ""ana""]"
vasobasoka,"[""vasoka"", ""vasoka""]"
vasohina,"[""vasoka"", ""ina""]"
vatoana,"[""vato"", ""ana""]"
vatoina,"[""vato"", ""ina""]"
vatovato,"[""vato"", ""vato""]"
vatovatoina,"[""vato"", ""vato"", ""ina""]"
vatravatraina,"[""vatravatra"", ""ina""]"
vatsavatsaina,"[""vatsavatsa"", ""ina""]"
vatsiana,"[""vatsy"", ""ana""]"
vatsina,"[""vatsy"", ""ina""]"
vavabavaka,"[""vavaka"", ""vavaka""]"
vavana,"[""vava"", ""ana""]"
vavarana,"[""vavatra"", ""ana""]"
vavavava,"[""vava"", ""vava""]"
vavena,"[""vavy"", ""na""]"
vaviana,"[""vavy"", ""ana""]"
vavina,"[""vavy"", ""ina""]"
vazahaina,"[""vazaha"", ""ina""]"
vazanana,"[""vazana"", ""ana""]"
vazavazaina,"[""vazavaza"", ""ina""]"
vazimbaina,"[""vazimba"", ""ina""]"
vazivazina,"[""vazivazy"", ""ina""]"
vazoina,"[""vazo"", ""ina""]"
vazovazo,"[""vazo"", ""vazo""]"
velabelarina,"[""velatra"", ""velatra"", ""ina""]"
velabelatra,"[""velatra"", ""velatra""]"
velarana,"[""velatra"", ""ana""]"
velarina,"[""velatra"", ""ina""]"
velavela,"[""vela"", ""vela""]"
velezina,"[""vely"", ""ina""]"
velomina,"[""velona"", ""ina""]"
vendranina,"[""vendrana"", ""ina""]"
ventesina,"[""venty"", ""ina""]"
veraberaka,"[""veraka"", ""veraka""]"
verahina,"[""veraka"", ""ina""]"
veraveraina,"[""veravera"", ""ina""]"
verezina,"[""very"", ""ina""]"
verivery,"[""very"", ""very""]"
verovero,"[""vero"", ""vero""]"
vesabesatra,"[""vesatra"", ""vesatra""]"
vesarana,"[""vesatra"", ""ana""]"
vesarina,"[""vesatra"", ""ina""]"
vesobesoka,"[""vesoka"", ""vesoka""]"
vesohina,"[""vesoka"", ""ina""]"
vetaina,"[""veta"", ""ina""]"
vetaveta,"[""veta"", ""veta""]"
vetavetaina,"[""veta"", ""veta"", ""ina""]"
vetrabetraka,"[""vetraka"", ""vetraka""]"
vetrehina,"[""vetrika"", ""ina""]"
vetribetrika,"[""vetrika"", ""vetrika""]"
vetrovetro,"[""vetro"", ""vetro""]"
vetsivetsena,"[""vetsivetsy"", ""na""]"
vetsovetso,"[""vetso"", ""vetso""]"
vetsovetsoina,"[""vetso"", ""vetso"", ""ina""]"
vezarina,"[""vezatra"", ""ina""]"
vezatina,"[""vezatra"", ""ina""]"
vezavezaina,"[""vezaveza"", ""ina""]"
vezovezoina,"[""vezovezo"", ""ina""]"
vibika,"[""vika"", ""vika""]"
vidiana,"[""vidy"", ""ana""]"
vidina,"[""vidy"", ""ina""]"
vidividy,"[""vidy"", ""vidy""]"
vikavikaina,"[""vikavika"", ""ina""]"
vikinina,"[""vikina"", ""ina""]"
vilahina,"[""vilaka"", ""ina""]"
vilavilaina,"[""vilavila"", ""ina""]"
vilivily,"[""vily"", ""vily""]"
vimbinina,"[""vimbina"", ""ina""]"
vinady,"[""v"", ""in"", ""ady""]"
vinaha,"[""v"", ""in"", ""aha""]"
vinaky,"[""v"", ""in"", ""aky""]"
vinaly,"[""v"", ""in"", ""aly""]"
vinanga,"[""v"", ""in"", ""anga""]"
vinango,"[""v"", ""in"", ""ango""]"
vinanina,"[""vinany"", ""ina""]"
vinatsy,"[""v"", ""in"", ""atsy""]"
vinavinaina,"[""vinavina"", ""ina""]"
vinelona,"[""v"", ""in"", ""elona""]"
vinely,"[""v"", ""in"", ""ely""]"
vingavingaina,"[""vingavinga"", ""ina""]"
vingina,"[""vingy"", ""ina""]"
vingirina,"[""vingitra"", ""ina""]"
vingitina,"[""vingitra"", ""ina""]"
vingivingina,"[""vingy"", ""vingy"", ""ina""]"
vingivingy,"[""vingy"", ""vingy""]"
vinibinitra,"[""vinitra"", ""vinitra""]"
vinidy,"[""v"", ""in"", ""idy""]"
vinikina,"[""v"", ""in"", ""ikina""]"
vinimbina,"[""v"", ""in"", ""imbina""]"
viniravira,"[""v"", ""in"", ""iravira""]"
vinirina,"[""vinitra"", ""ina""]"
vinita,"[""v"", ""in"", ""ita""]"
vinizana,"[""v"", ""in"", ""izana""]"
vinoatse,"[""v"", ""in"", ""oatse""]"
vinoky,"[""v"", ""in"", ""oky""]"
vinondraka,"[""v"", ""in"", ""ondraka""]"
vinonjy,"[""v"", ""in"", ""onjy""]"
vinory,"[""v"", ""in"", ""ory""]"
vinotsotra,"[""v"", ""in"", ""otsotra""]"
vintanina,"[""vintana"", ""ina""]"
viobioka,"[""vioka"", ""vioka""]"
viovio,"[""vio"", ""vio""]"
viraviraina,"[""viravira"", ""ina""]"
visavisaina,"[""visavisa"", ""ina""]"
vitaina,"[""vita"", ""ina""]"
vitavita,"[""vita"", ""vita""]"
vitribitrika,"[""vitrika"", ""vitrika""]"
vitsivitsy,"[""vitsy"", ""vitsy""]"
vivibivitra,"[""vivitra"", ""vivitra""]"
vivitina,"[""vivitra"", ""ina""]"
vizabizatra,"[""vizatra"", ""vizatra""]"
vizanina,"[""vizana"", ""ina""]"
vizatina,"[""vizatra"", ""ina""]"
vizavizaina,"[""vizaviza"", ""ina""]"
voadala,"[""voa"", ""adala""]"
voady,"[""voa"", ""ady""]"
voakatse,"[""voa"", ""akatse""]"
voaloke,"[""voa"", ""aloke""]"
voambe,"[""voa"", ""ambe""]"
voampatse,"[""voa"", ""ampatse""]"
voanatse,"[""voa"", ""anatse""]"
voandry,"[""voa"", ""andry""]"
voangano,"[""voa"", ""angano""]"
voanike,"[""voa"", ""anike""]"
voankandrefana,"[""voa"", ""ankandrefana""]"
voanona,"[""voa"", ""anona""]"
voantena,"[""voa"", ""antena""]"
voantoka,"[""voa"", ""antoka""]"
voantoke,"[""voa"", ""antoke""]"
voantsa,"[""voa"", ""antsa""]"
voarake,"[""voa"", ""arake""]"
voatrika,"[""voa"", ""atrika""]"
voavaka,"[""voa"", ""avaka""]"
voavake,"[""voa"", ""avake""]"
voavotse,"[""voa"", ""avotse""]"
voababe,"[""voa"", ""babe""]"
voababo,"[""voa"", ""babo""]"
voababy,"[""voa"", ""baby""]"
voabada,"[""voa"", ""bada""]"
voabaha,"[""voa"", ""baha""]"
voabahana,"[""voa"", ""bahana""]"
voabaiko,"[""voa"", ""baiko""]"
voabaka,"[""voa"", ""baka""]"
voabala,"[""voa"", ""bala""]"
voabalihaoke,"[""voa"", ""balihaoke""]"
voabanabana,"[""voa"", ""bana"", ""bana""]"
voabanaka,"[""voa"", ""banaka""]"
voabandrina,"[""voa"", ""bandrina""]"
voabanga,"[""voa"", ""banga""]"
voabango,"[""voa"", ""bango""]"
voabanjina,"[""voa"", ""banjina""]"
voabanty,"[""voa"", ""banty""]"
voabara,"[""voa"", ""bara""]"
voabarabay,"[""voa"", ""barabay""]"
voabaraingo,"[""voa"", ""baraingo""]"
voabaraka,"[""voa"", ""baraka""]"
voabarake,"[""voa"", ""barake""]"
